round,client,epoch,cls,query_count,query_correct,own_distance_sum,margin_sum
32,12,3,6,17,17,2.839637279510498,2.6351613998413086
32,12,3,8,25,25,3.16524600982666,5.506246089935303
32,12,3,9,25,25,1.9335217475891113,3.9160828590393066
32,12,4,0,17,17,3.0808780193328857,3.54079532623291
32,12,4,1,4,3,0.9988541007041931,0.15920162200927734
32,12,4,3,27,26,5.1803297996521,2.8466124534606934
32,12,4,5,6,6,1.275770664215088,0.8644226789474487
32,12,4,6,17,17,2.7207956314086914,2.7656006813049316
32,12,4,8,25,25,2.971653699874878,5.708217620849609
32,12,4,9,25,25,2.2219014167785645,4.800056457519531
32,12,5,0,17,17,3.516587972640991,3.1855180263519287
32,12,5,1,4,4,0.9685755372047424,0.3009451627731323
32,12,5,3,27,27,5.522460460662842,3.241175413131714
32,12,5,5,6,6,1.2828987836837769,1.0079761743545532
32,12,5,6,17,17,3.14204740524292,2.5622057914733887
32,12,5,8,25,25,3.263375997543335,4.888300895690918
32,12,5,9,25,25,2.1807453632354736,4.675319671630859
32,9,1,2,15,6,3.5926761627197266,-0.1618291139602661
32,9,1,4,6,2,1.2834339141845703,-0.03022211790084839
32,9,1,5,17,14,3.051163673400879,0.8189400434494019
32,9,1,6,8,7,1.5699067115783691,0.36227989196777344
32,9,1,7,25,22,3.0239291191101074,2.661538600921631
32,9,1,8,24,18,4.797936916351318,3.1820743083953857
32,9,1,9,27,27,2.6629762649536133,6.324039459228516
32,9,2,2,15,13,3.512038469314575,1.6960363388061523
32,9,2,4,6,5,1.18764066696167,0.30431824922561646
32,9,2,5,17,13,3.559154987335205,1.0485343933105469
32,9,2,6,8,8,1.987156867980957,1.0339754819869995
32,9,2,7,25,23,3.107811450958252,3.6678807735443115
32,9,2,8,24,23,3.7539238929748535,5.1925201416015625
32,9,2,9,27,27,3.321040153503418,7.731658935546875
32,9,3,2,15,14,3.234222888946533,2.2712764739990234
32,9,3,4,6,5,1.2609734535217285,0.4742252230644226
32,9,3,5,17,17,3.0169625282287598,2.7084927558898926
32,9,3,6,8,8,2.182839870452881,0.6354650855064392
32,9,3,7,25,22,3.4857494831085205,4.729403495788574
32,9,3,8,24,24,3.3831892013549805,5.77301025390625
32,9,3,9,27,27,2.8195247650146484,7.791159629821777
32,9,4,2,15,14,3.305572986602783,1.8726308345794678
32,9,4,4,6,6,1.1685508489608765,0.6528526544570923
32,9,4,5,17,17,2.6471409797668457,2.8829498291015625
32,9,4,6,8,8,1.7954657077789307,0.82244873046875
32,9,4,7,25,23,3.396796464920044,3.548020124435425
32,9,4,8,24,24,3.7173871994018555,4.336267948150635
32,9,4,9,27,27,2.723233938217163,7.714732646942139
